anime_id,Name,Score,Genres,English name,Japanese name,sypnopsis,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
31537,Manaria Friends,6.63,"Demons, Fantasy, Magic, Supernatural",Mysteria Friends,マナリアフレンズ,"steria Academy is a prestigious magic school that teaches magic without discrimination to the three factions (men, gods, demons), who usually are engaged in battle with each other. Two of the academy's students are Anne, a princess and honor student, and Grea, a princess born from a dragon and a human. (Source: ANN)",TV,10,"Jan 21, 2019 to Mar 25, 2019",Winter 2019,"Asmik Ace, Cygames, Happinet",Sentai Filmworks,CygamesPictures,Card game,15 min. per ep.,PG-13 - Teens 13 or older,5270,1522,90171,227,8001,28241,2623,6430
32455,Gekidol,5.76,Music,Gekidol,ゲキドル,"Set five years after the mysterious disaster of a city's sudden disappearance, a group of girls fascinated by the ""Theatrical Material System"" using 3D holograms aims to brighten the stage during the city's post-apocalyptic recovery. (Source: MAL News)",TV,12,"Jan 5, 2021 to ?",Winter 2021,Unknown,Funimation,Hoods Entertainment,Original,23 min. per ep.,Unknown,8985,5220,8609,20,3573,3,192,1109
34209,Meiji Tokyo Renka,6.93,"Harem, Historical, Supernatural, Romance, Shoujo",Unknown,明治東亰恋伽,"azuki is just your ordinary, everyday high-school girl. That is until one night, when the moon is full and red, she’s transported through time to the Meiji Period by Charlie, a self-proclaimed magician. She ends up in a strange, Meiji-era ‘Tokyo’ where the existence of ghosts is accepted. Led by Charlie, she finally arrives at the Rokumeikan. There, waiting for her to arrive, are the historical figures Ougai Mori, Shunsou Hishida, Otojirou Kawakami, Kyouka Izumi, Gorou Fujita, Yakumo Koizumi, and Tousuke Iwasaki. Whilst interacting with these men, she discovers she is a Tamayori - someone who can see ghosts - a skill that is highly valued in the Meiji Period. Due to these powers, her relationship with the men begins to change… As she gets to know these handsome men in a new era she just can’t get used to, a love begins to grow within her. Will Mei be able to return to her time? What will become of her love - a love that crosses the boundaries of time and space? (Source: Honey's Anime)",TV,12,"Jan 9, 2019 to Mar 27, 2019",Winter 2019,"BS Fuji, MAGES., Tokyo MX, TV Aichi",Funimation,TMS Entertainment,Visual novel,23 min. per ep.,PG-13 - Teens 13 or older,3913,2869,31953,196,2799,14780,931,2271
34332,Hulaing Babies,5.88,"Slice of Life, Comedy",Unknown,フライングベイビーズ,The anime will center on a group of young girls and their struggle as they aim to become Hula Girls.,TV,12,"Jan 11, 2019 to Mar 29, 2019",Winter 2019,Unknown,Unknown,Gaina,Original,5 min. per ep.,PG-13 - Teens 13 or older,8583,7568,3303,3,228,1216,111,452
35252,Hatena☆Illusion,5.37,"Comedy, Supernatural, Romance, Ecchi",Hatena Illusion,はてな☆イリュージョン,"Years ago, many magical ""Artifacts"" were stolen and scattered throughout the world. They fell into the hands of people who were not supposed to know of their existence, causing misfortune to those who abused their power. The Hoshisato family of magicians has special access to the Artifacts, and they take it upon themselves to return them to their rightful place. Despite her inexperience, Kana ""Hatena"" Hoshisato wishes to aid her parents Mamoru and Maeve in their quest, doing her best to improve. Meanwhile, her childhood friend Makoto Shiranui has come to their mansion to study magic under her father's tutelage as part of a promise they made years ago. Hatena is excited to see her friend again, only to be utterly disappointed when the person she thought to be a girl all these years turns out to be a boy, leading to a bitter reunion. Before long, Makoto comes to know of the Artifacts and the true identities of the magicians he admires. Unfazed, he continues to strive to fulfill his promises and stay true to why he learns magic—to ease the sadness of people around him and, most importantly, to become a person worthy of being Hatena's partner.",TV,12,"Jan 9, 2020 to Jun 4, 2020",Winter 2020,"Shueisha, bilibili, Bandai Namco Arts",Funimation,Children's Playground Entertainment,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,10001,2997,29551,25,3382,9560,1134,5842
35313,Kemono Friends 2,5.87,"Adventure, Comedy",Unknown,けものフレンズ2,Second season of Kemono Friends .,TV,12,"Jan 15, 2019 to Apr 2, 2019",Winter 2019,Unknown,Unknown,Tomason,Game,22 min. per ep.,PG-13 - Teens 13 or older,8644,4332,13642,47,918,5233,465,1430
35790,Tate no Yuusha no Nariagari,8,"Action, Adventure, Drama, Fantasy",The Rising of the Shield Hero,盾の勇者の成り上がり,"The Four Cardinal Heroes are a group of ordinary men from modern-day Japan summoned to the kingdom of Melromarc to become its saviors. Melromarc is a country plagued by the Waves of Catastrophe that have repeatedly ravaged the land and brought disaster to its citizens for centuries. The four heroes are respectively bestowed a sword, spear, bow, and shield to vanquish these Waves. Naofumi Iwatani, an otaku, becomes cursed with the fate of being the ""Shield Hero."" Armed with only a measly shield, Naofumi is belittled and ridiculed by his fellow heroes and the kingdom's people due to his weak offensive capabilities and lackluster personality. When the heroes are provided with resources and comrades to train with, Naofumi sets out with the only person willing to train alongside him, Malty Melromarc. He is soon betrayed by her, however, and becomes falsely accused of taking advantage of her. Naofumi then becomes heavily discriminated against and hated by the people of Melromarc for something he didn't do. With a raging storm of hurt and mistrust in his heart, Naofumi begins his journey of strengthening himself and his reputation. Further along however, the difficulty of being on his own sets in, so Naofumi buys a demi-human slave on the verge of death named Raphtalia to accompany him on his travels. As the Waves approach the kingdom, Naofumi and Raphtalia must fight for the survival of the kingdom and protect the people of Melromarc from their ill-fated future.",TV,25,"Jan 9, 2019 to Jun 26, 2019",Winter 2019,"Frontier Works, AT-X, Nippon Columbia, Glovision, Good Smile Company, Sammy, Kadokawa Media House, NTT Plala, Kadokawa, Crunchyroll SC Anime Fund",Funimation,Kinema Citrus,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,537,85,907714,18693,103861,636889,15979,27622
36458,Soukou Musume Senki,5.3,"Action, Military, Fantasy",LBX Girls,装甲娘戦機,"In an unplanned field trip, Riko is transported to an alternate Japan where metal-based life forms known as Mimesis ravage the world. Only girls equipped with LBX armored weaponry can stand up to this scourge. Joined by four other displaced young women, Riko will have to adapt to save humanity. The hope of a planet now rests on these heavy metal soldiers who desire one wish—to return home again! (Source: Leoanime)",TV,12,"Jan 7, 2021 to ?",Winter 2021,DMM Music,Funimation,Studio A-CAT,Game,23 min. per ep.,Unknown,10141,5222,8605,20,3308,2,203,1097
36483,B-Project: Zecchou*Emotion,6.71,"Music, Shoujo",Unknown,B-PROJECT～絶頂＊エモーション～,Second season of B-Project: Kodou*Ambitious .,TV,12,"Jan 12, 2019 to Mar 30, 2019",Winter 2019,"AT-X, Dwango, MAGES., Asahi Broadcasting, Tochigi TV",Unknown,Bandai Namco Pictures,Music,24 min. per ep.,PG-13 - Teens 13 or older,4848,4751,10903,68,792,4243,361,512
36633,Date A Live III,7.13,"Sci-Fi, Harem, Comedy, Romance, Mecha, School",Date A Live III,デート・ア・ライブⅢ,"Shidou Itsuka carries on with his quest for Ratatoskr in finding Spirits and trying to seal their powers, all while maintaining his relationships with the ones he had already sealed. Moreover, as new Spirits appear, he must undergo more complicated trials—all to put a stop to further disasters as he discovers more about the Spirits' origin.",TV,12,"Jan 11, 2019 to Mar 29, 2019",Winter 2019,"Nippon Columbia, Kadokawa",Funimation,J.C.Staff,Light novel,24 min. per ep.,R - 17+ (violence & profanity),3087,658,223731,2534,14941,135419,4866,6129
37086,Kakegurui××,7.33,"Drama, Game, Mystery, Psychological, School, Shounen",Unknown,賭ケグルイ××,"s Yumeko Jabami's fame grows and the reputation of the student council dwindles, Kirari Momobami decides to revolutionize the group. To this end, she announces an election for its next president. The rules are simple: each student in the school receives one chip. Whoever has the most chips by the end of thirty days becomes both the new president and the head of the Momobami clan. Upon receiving news of this development, the Momobami branch families spring into action. Eleven transfer students arrive at Hyakkao Private Academy, each aiming to lead both the school and the Momobami clan. Equipped with unique talents, they will compete to get as many chips as possible—but their chips are not the only things on the line.",TV,12,"Jan 9, 2019 to Mar 27, 2019",Winter 2019,"Dentsu, Square Enix, Mainichi Broadcasting System, Movic, KlockWorx, flying DOG, 81 Produce, Avex Pictures",Unknown,MAPPA,Manga,24 min. per ep.,R - 17+ (violence & profanity),2221,303,435529,1573,28705,311220,9625,9609
37154,Grimms Notes The Animation,5.99,"Action, Adventure, Magic, Fantasy",Unknown,グリムノーツ,"hin one's Book of Fate is their destiny. Written by the mysterious Story Tellers, these books decide every small detail of one's life. Some Story Tellers, however, choose to interfere with the stories of others rather than write their own. These malevolent beings are known as Chaos Tellers, who seek to ruin stories by overwriting the Books of Fate. Ex, Reina, Tao, and Shane were born with blank books. Ostracized by society due to this abnormality, they abandon their respective stories in search of better lives. In the vast unknown, they encounter famous fairy tale characters such as Cinderella, Momotarou, and Snow White. All the while, they work to subdue the Chaos Tellers and return peace and order to the stories.",TV,12,"Jan 11, 2019 to Mar 29, 2019",Winter 2019,"Square Enix, Pony Canyon, Avex Pictures",Sentai Filmworks,Brain's Base,Game,24 min. per ep.,PG-13 - Teens 13 or older,8274,2760,34508,61,3485,9678,1408,6202
37302,Kemurikusa (TV),7.07,"Fantasy, Sci-Fi",Unknown,ケムリクサ,"few young girls with strange powers and a tree that has grown through a railcar cling onto life in a desolate land, searching for its last reservoirs of water. Their routine struggle to survive is interrupted by the arrival of Wakaba, a boy with no memory beyond his own name. The girls and their new companion commit to a perilous journey across seas of burning red fog—all in order to find what they need to sustain themselves on the more distant, dangerous islands swarming with robotic bugs. Their ultimate fate will be decided by their own strength, along with Wakaba's curious ability to understand the Kemurikusa: mysterious glowing leaves with wondrous powers. Besides the girls, Wakaba, and the hordes of ravenous bugs, the Kemurikusa are the last sparks of life surviving in this land. How did things end up this way? Why are there so many empty buildings with no one to live in them? Wakaba and the girls lack the answers to these questions, which means the truth can only be found within the Kemurikusa.",TV,12,"Jan 9, 2019 to Mar 27, 2019",Winter 2019,"flying DOG, Tokyo MX",Unknown,Yaoyorozu,Original,23 min. per ep.,PG-13 - Teens 13 or older,3356,3375,23522,112,1809,8094,797,2878
37345,Plunderer,6.5,"Action, Ecchi, Fantasy, Shounen",Plunderer,プランダラ,"lcia is a world governed by ""Count"": numbers engraved on a person's body, representing any number related to their life. These Counts determine a person's social status and power in Alcia. If a Count reaches zero, the person is sent to the Abyss, a place rumored to be worse than death. Hina, a traveler whose Count is based on the distance she traveled, witnessed her mother get dragged down into the Abyss. Determined to fulfill her mother's last wishes, she sets off on a journey in search of the legendary Aces—heroes of the war that happened three hundred years ago, bearing a white star next to their Count. While wandering around, Hina encounters Licht Bach, a mysterious masked man with negative Count, and Nana, the owner of a tavern. In the midst of having a good time, Hina is tricked into a battle with a military soldier. However, despite his negative count, Licht rescues Hina and reveals that he has another count, one with a white star, one of a legendary Ace. Plunderer follows the journey of Hina and other inhabitants of Alcia as they discover the truth about their world, the Abyss, and the legendary Aces.",TV,24,"Jan 9, 2020 to Jun 25, 2020",Winter 2020,"Half H.P Studio, Nippon Columbia, 81 Produce, Docomo Anime Store, Kadokawa Media House, Kadokawa",Funimation,GEEK TOYS,Manga,22 min. per ep.,PG-13 - Teens 13 or older,5879,661,220623,1020,40801,83282,8997,27731
37374,Pastel Memories,5.12,"Action, Sci-Fi, Adventure",Unknown,ぱすてるメモリーズ,"The story takes place in a future Akihabara where otaku culture has declined. Players play as a shopkeeper of an otaku shop. Together with the heroines who are in fact otaku girls, the shopkeeper start helping people claim their lost otaku memories back. (Source: QooApp)",TV,12,"Jan 8, 2019 to Mar 26, 2019",Winter 2019,"MAGES., FuRyu",Sentai Filmworks,Project No.9,Game,24 min. per ep.,PG-13 - Teens 13 or older,10475,4008,16416,15,1420,3637,612,3741
37451,Boogiepop wa Warawanai (2019),7.1,"Psychological, Mystery, Horror",Boogiepop and Others,ブギーポップは笑わない,"Hushed exchanges among the female student populace of Shinyo Academy center around an enigmatic supernatural entity. This entity is Boogiepop, a Shinigami who is rumored to murder people at the height of their beauty before their allure wanes. Few know of his true nature: a guardian who, between periods of dormancy, manifests as the alter ego of a high school girl named Touka Miyashita to fend off ""the enemies of the world."" Now, a string of mysterious disappearances—presumed by the school to be merely runaways—has caused Boogiepop to awaken. But somewhere in the academy, a menacing creature hides, waiting for its opportune moment to strike. Boogiepop wa Warawanai subtly explores the intrinsic associations between human beings and their perception of time, while delving into its characters' complex relationships, emotions, memories, and pasts.",TV,18,"Jan 4, 2019 to Mar 29, 2019",Winter 2019,"AT-X, Kadokawa Media House, Kadokawa",Funimation,Madhouse,Light novel,23 min. per ep.,R - 17+ (violence & profanity),3187,896,167010,611,20125,48297,11426,20673
37509,W'z,5.54,"Action, Music",Unknown,ウィズ,"Yukiya, who is ""probably"" 14 years old, spends his time DJ-ing alone. Due to his father's influence, he's listened to house music since he was young, and he uploads videos online. He wants to convey something to someone. He wants to be recognized, and become important. But getting hurt is scary. One day, while trying to get more views, he does something that can't be undone. And he sees a live broadcast from ""that world."" Yukiya believes he can't do anything alone, but that he could accomplish something if he were doing it together with someone else. (Source: ANN)",TV,13,"Jan 6, 2019 to Mar 31, 2019",Winter 2019,"Frontier Works, Mainichi Broadcasting System, Movic, Sony Music Communications, Glovision, Hakuhodo DY Music & Pictures, Medicos Entertainment, Kadokawa Media House, Sega Interactive, GOON TRAX, FABTONE",Sentai Filmworks,GoHands,Original,23 min. per ep.,PG-13 - Teens 13 or older,9576,3665,19992,36,1939,5370,818,3858
37510,Mob Psycho 100 II,8.84,"Action, Slice of Life, Comedy, Supernatural",Mob Psycho 100 II,モブサイコ100 II,"Shigeo ""Mob"" Kageyama is now maturing and understanding his role as a supernatural psychic that has the power to drastically affect the livelihood of others. He and his mentor Reigen Arataka continue to deal with supernatural requests from clients, whether it be exorcizing evil spirits or tackling urban legends that haunt the citizens. While the workflow remains the same, Mob isn't just blindly following Reigen around anymore. With all his experiences as a ridiculously strong psychic, Mob's supernatural adventures now have more weight to them. Things take on a serious and darker tone as the dangers Mob and Reigen face are much more tangible and unsettling than ever before.",TV,13,"Jan 7, 2019 to Apr 1, 2019",Winter 2019,"Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan",Funimation,Bones,Web manga,24 min. per ep.,PG-13 - Teens 13 or older,22,101,835688,20654,56740,623709,10988,4045
37520,Dororo,8.19,"Action, Adventure, Demons, Historical, Samurai, Shounen, Supernatural",Dororo,どろろ,"The greedy samurai lord Daigo Kagemitsu's land is dying, and he would do anything for power, even renounce Buddha and make a pact with demons. His prayers are answered by 12 demons who grant him the power he desires by aiding his prefecture's growth, but at a price. When Kagemitsu's first son is born, the boy has no limbs, no nose, no eyes, no ears, nor even skin—yet still, he lives. This child is disposed of in a river and forgotten. But as luck would have it, he is saved by a medicine man who provides him with prosthetics and weapons, allowing for him to survive and fend for himself. The boy lives and grows, and although he cannot see, hear, or feel anything, he must defeat the demons that took him as sacrifice. With the death of each one, he regains a part of himself that is rightfully his. For many years he wanders alone, until one day an orphan boy, Dororo, befriends him. The unlikely pair of castaways now fight for their survival and humanity in an unforgiving, demon-infested world.",TV,24,"Jan 7, 2019 to Jun 24, 2019",Winter 2019,Twin Engine,Unknown,"Tezuka Productions, MAPPA",Manga,24 min. per ep.,R - 17+ (violence & profanity),317,140,688715,11155,98073,373871,32182,24007
37522,Pet,6.48,"Mystery, Psychological, Supernatural, Seinen",Pet,ペット,"Despite endless research, the human mind remains a mystery to this day. Unknown to the public, there exist special individuals who are able to dive deep into the minds of people and even manipulate their memories. Gifted with this ability, Hiroki, Tsukasa, and Satoru are among those who use their power to commit crime under the orders of their leader, Katsuragi. The three step into the dangerous territory of the human mind in order to destroy their assigned targets while striving to keep their own minds and memories safe.",TV,13,"Jan 6, 2020 to Mar 30, 2020",Winter 2020,"Fujipacific Music, Ai Addiction, Twin Engine",Unknown,Geno Studio,Manga,23 min. per ep.,R - 17+ (violence & profanity),6010,1755,74529,200,8518,19739,3273,11791
37560,Mannaka no Rikkun@Kin Tele,6.51,"Comedy, Seinen",Unknown,まんなかのりっくん＠きんてれ,"The ""home comedy"" centers on the mischievous boy Rikkun and his eccentric family. (Source: ANN)",TV,12,"Jan 9, 2019 to Mar 27, 2019",Winter 2019,TV Tokyo,Unknown,Sakura Create,Manga,5 min. per ep.,G - All Ages,15443,13069,346,0,23,29,7,86
37576,Majutsushi Orphen Hagure Tabi,5.78,"Action, Adventure, Drama, Magic, Martial Arts, Fantasy",Sorcerous Stabber Orphen,魔術士オーフェンはぐれ旅,"In a world of magic and monsters, Krylancelo Finrandi and his foster sister Azalea Cait-Sith were once promising students of sorcery, prodigies at the famous Tower of Fangs. But an experiment gone horribly wrong warps Azalea's appearance, trapping her in the form of a dragon. Elders at the Tower—more interested in preserving their reputation rather than their students' lives—drive off the transformed Azalea and cover up the incident. Outraged, Krylancelo strikes out on his own, taking the new name of ""Orphen"" and vowing to return Azalea to her normal state. Five years later, Orphen's quest has stalled. A chance encounter brings him face to face with Azalea again, but he still has no way to restore her body. And with a hostile group of sorcerers hunting her down, he may be running out of time. The past and present collide as Orphen tries to find how to save Azalea from their former teachers and friends.",TV,13,"Jan 7, 2020 to Mar 31, 2020",Winter 2020,"WOWOW, Genco, Lantis, MediaNet, Marvel Entertainment, BS Fuji, Nippon Television Network, Forecast Communications, Yomiuri TV Enterprise, Marui Group, Bandai Namco Arts, TO Books",Funimation,Studio Deen,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,8922,2296,48815,51,6549,16317,1667,7674
37747,Ame-iro Cocoa: Side G,4.88,"Slice of Life, Comedy",Unknown,雨色ココア side G,"In the fifth season of the Ame-iro Cocoa series Youko, the daughter of the Rainy Color cafe's owner Kouji Amami, takes over as the acting manager of the cafe. (Source: ANN)",TV,12,"Jan 9, 2019 to Mar 27, 2019",Winter 2019,Unknown,Unknown,EMT Squared,Digital manga,2 min. per ep.,PG-13 - Teens 13 or older,10703,5543,7400,12,585,2805,164,743
37779,Yakusoku no Neverland,8.65,"Sci-Fi, Mystery, Horror, Psychological, Thriller, Shounen",The Promised Neverland,約束のネバーランド,"Surrounded by a forest and a gated entrance, the Grace Field House is inhabited by orphans happily living together as one big family, looked after by their ""Mama,"" Isabella. Although they are required to take tests daily, the children are free to spend their time as they see fit, usually playing outside, as long as they do not venture too far from the orphanage—a rule they are expected to follow no matter what. However, all good times must come to an end, as every few months, a child is adopted and sent to live with their new family, never to be heard from again. However, the three oldest siblings have their suspicions about what is actually happening at the orphanage, and they are about to discover the cruel fate that awaits the children living at Grace Field, including the twisted nature of their beloved Mama.",TV,12,"Jan 10, 2019 to Mar 29, 2019",Winter 2019,"Aniplex, Dentsu, A-1 Pictures, Fuji TV, Shueisha, CA-Cygames Anime Fund",Aniplex of America,CloverWorks,Manga,22 min. per ep.,R - 17+ (violence & profanity),55,55,1133952,32542,78900,863136,17950,12852
37869,BanG Dream! 2nd Season,7.59,Music,Unknown,BanG Dream!（バンドリ！）第2期,"Kasumi Toyama and the members of Poppin'Party—their high school band—are now second-year students, but with the new school year comes their latest set of challenges: student council duties, cram school, and part-time jobs, among other things. Furthermore, they are now separated into different classes, and as a result, their free time together is shortened. Looking back, their joyful times together seem like nothing more than an unachievable fantasy when their members are too occupied to even gather in Arisa Ichigaya's basement for practice sessions. As the band ponders over the situation, an unfamiliar girl suddenly emerges, unknowingly pulling them into the spotlight once more. In this rising era of girl bands, Afterglow, Pastel*Palettes, Roselia, and Hello, Happy World! begin to make their appearance as well. Each band, comprised of musicians with their unique personalities, illuminates the stage with its performances. As Poppin'Party returns to the music scene and encounters new friends, the sparkling, heart-pounding music starts to play once again!",TV,13,"Jan 3, 2019 to Mar 28, 2019",Winter 2019,"Ultra Super Pictures, Bushiroad, Tokyo MX, Good Smile Company, HoriPro International, Cloud22",Sentai Filmworks,SANZIGEN,Original,24 min. per ep.,PG-13 - Teens 13 or older,1306,3095,27967,412,2235,15787,841,1035
37870,BanG Dream! 3rd Season,8.05,Music,Unknown,BanG Dream!（バンドリ！）第3期,"s the all-girl band Poppin’Party continues to rise in fame, they find a poster for an event at the legendary Nippon Budoukan. Now determined to participate in the ""BanG Dream,"" Kasumi Toyama and the other members of Poppin’Party aim to reach new heights and prove their worth by performing on that renowned stage. Meanwhile, rival band RAISE A SUILEN dreams of changing the world with ""the strongest music,"" but finds itself in dire straits without a guitarist. Though dozens of potential candidates audition for the role, band leader CHU² believes them to be amateurs and unsuitable for the band. However, there may be one guitarist that lives up to CHU²’s high standards. BanG Dream! 3rd Season features multiple all-girl bands, including Poppin’Party, Afterglow, Pastel*Palettes, Roselia, Hello Happy World!, and now RAISE A SUILEN, as they work to astound fans throughout Japan with their spectacular performances. As the BanG Dream competition draws near, the band members are prepared to captivate audiences with their heartfelt music!",TV,13,"Jan 23, 2020 to Apr 23, 2020",Winter 2020,"Ultra Super Pictures, Bushiroad, Tokyo MX, Good Smile Company, HoriPro International, Cloud22",Sentai Filmworks,SANZIGEN,Other,23 min. per ep.,PG-13 - Teens 13 or older,472,3585,20753,413,1632,9834,432,405
37890,Oshi ga Budoukan Ittekuretara Shinu,7.45,"Comedy, Music, Seinen, Shoujo Ai, Slice of Life","If My Favorite Pop Idol Made It to the Budokan, I Would Die",推しが武道館いってくれたら死ぬ,"girl is obsessed with her favorite idol, a minor member of a less popular group, enough that she says she'd die to see her play at Budoukan.",TV,12,"Jan 10, 2020 to Mar 27, 2020",Winter 2020,"Pony Canyon, TBS, Movic, Tokuma Shoten",Funimation,8bit,Manga,24 min. per ep.,Unknown,1726,3071,28277,219,2745,13683,797,1619
37920,Ueno-san wa Bukiyou,6.64,"Comedy, Romance, Seinen","How clumsy you are, Miss Ueno.",上野さんは不器用,"s the head of her middle school's science club, it's only fitting that Ueno is also a brilliant inventor. With devices that can convert any liquid into drinkable water, deodorize the most foul smells, or even generate dark matter to be used as a means of concealment, it seems like nothing is beyond Ueno's capabilities. However, she doesn't invent these devices for the advancement of mankind. Rather, the one force that motivates her is love, the only phenomenon she can't quite figure out. Ueno is head over heels for Tanaka, her nonchalant fellow club member. Yet, because she is too nervous to confess her love and he is too oblivious to notice her affection, her love life is completely stagnant. In Ueno's mind, if she could just expose him to perverted situations, then surely he'd get flustered and fall for her, right? Assisted by her stone-faced classmate and dedicated wingwoman Yamashita, Ueno employs her many inventions on Tanaka in a lewd manner in hopes that he may one day understand how she feels.",TV,12,"Jan 7, 2019 to Mar 25, 2019",Winter 2019,Nippon Columbia,Sentai Filmworks,Lesprit,Manga,12 min. per ep.,PG-13 - Teens 13 or older,5181,1603,83605,165,7575,44028,2528,7208
37956,3D Kanojo: Real Girl 2nd Season,7.66,"Romance, School, Shoujo",Unknown,3D彼女 リアルガール第2シーズン,Second season of 3D Kanojo: Real Girl .,TV,12,"Jan 9, 2019 to Mar 27, 2019",Winter 2019,"VAP, Docomo Anime Store, DeNA, D.N. Dream Partners",Sentai Filmworks,Hoods Entertainment,Manga,22 min. per ep.,PG-13 - Teens 13 or older,1113,1310,109424,837,6909,70550,2564,3257
37958,Fukigen na Mononokean Tsuzuki,7.57,"Comedy, Demons, Supernatural",The Morose Mononokean II,不機嫌なモノノケ庵 續,"Despite being burdened with crippling debt to the morose Haruitsuki Abeno, Hanae Ashiya has come to enjoy his job as an exorcist. His ability to communicate with youkai has given him a sense of responsibility regarding the magical creatures, and he continues to work hard to send them to their true home in the Underworld. As Ashiya’s life finally stabilizes, the youkai threaten to upset it once again. Knowledge of his existence has begun to spread, and not everyone is happy to have a human working for the Mononokean, the interdimensional tea room. But one day, a simple visit to the Underworld draws the attention of those in power, and Ashiya soon learns that not every youkai is willing to go along with Abeno's plans.",TV,13,"Jan 5, 2019 to Mar 30, 2019",Winter 2019,"VAP, Square Enix, AT-X, Nippon Columbia, Age Global Networks, Yomiuri TV Enterprise, Kanon Sound, RAY",Funimation,Pierrot Plus,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,1367,2689,36172,122,3166,19665,1124,1039
37975,Piano no Mori (TV) 2nd Season,7.4,"Comedy, Drama, Music, School, Seinen",Unknown,ピアノの森 第2シリーズ,"h the start of the Chopin piano competition, Kai Ichinose, Shuuhei Amamiya, and many other hopeful musicians from around the world strive to reach the top. The stakes have never been higher, and the judges are rigorous when it comes to selecting the winner out of the plethora of talented pianists. This competition is so harsh that even famous prodigies can be easily eliminated. Some play for the money, some play to fulfill their duty to their families, and yet others play for their music to be heard. However, the only one who can reach the top is the one who embodies the spirit of the music Frédéric Chopin crafted for future generations. With the stakes higher than ever before, rivalries, friendships, and family ties will be tested, and each pianist will find their own sound.",TV,12,"Jan 28, 2019 to Apr 15, 2019",Winter 2019,NHK,Unknown,Gaina,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1911,2843,32498,72,2030,17520,926,936
37979,Mahou Shoujo Tokushusen Asuka,6.34,"Action, Drama, Magic, Military, Seinen",Magical Girl Spec-Ops Asuka,魔法少女特殊戦あすか,"Three years ago, a bloodthirsty race of interdimensional beings known as the Disas appeared and destroyed everything they could reach on Earth. With regular weapons rendered useless, humanity's only hope of survival relied on humans who became magical girls after forming an alliance with the Spirit Realm, who had followed the Disas to Earth. After a violent conflict, the squad of magical girls emerge victorious, with the survivors now known as the ""Magical Five."" Following the war with the Disas, the Magical Five disbands. Kurumi Mugen, Mia Cyrus, Tamara Volkova, and Lau Peipei independently continue their own military services, while their leader, Asuka Ootorii, retires and becomes a high school student. However, Asuka's peace is short-lived, as it seems there were survivors on the enemy's side as well. As magic must be fought with magic, Asuka is dragged back into combat as an even worse battle looms on the horizon.",TV,12,"Jan 12, 2019 to Mar 30, 2019",Winter 2019,Unknown,Funimation,LIDENFILMS,Manga,24 min. per ep.,R - 17+ (violence & profanity),6676,1954,62636,113,6318,23631,2079,6367
37982,Domestic na Kanojo,6.77,"Drama, Romance, School, Shounen",Domestic Girlfriend,ドメスティックな彼女,"In their teenage years, few things can hurt people more than the heartaches that come with unrequited love. Such is the case for Natsuo Fujii, who has found himself entranced by his school's ever-cheerful teacher Hina. Deflated by this unreachable desire, Natsuo humors his friends and attends a mixer. There he meets Rui, a girl whose lack of excitement rivals that of himself. After bonding over their mutual awkwardness, Rui takes Natsuo to her house and asks him to have sex with her, hoping that the experience will stop her friends from treating her like a clueless child. With his hopeless feelings towards Hina still on his mind, Natsuo hesitantly agrees. Equally unfulfilled by their ""first times,"" the two decide to part ways as strangers. However, before he even has a chance to process this experience, Natsuo's father drops a major bombshell: he is getting remarried, and his new wife Tsukiko Tachibana is coming over now to meet Natsuo. As if that was not enough of a shock, her daughters—and, in turn, Natsuo's new sisters—are Hina and Rui Tachibana, the woman he's in love with and the girl with whom he shared his first night. Now, Natsuo must come to terms with the feelings he has for his step-siblings as his eyes open to a darker side of love.",TV,12,"Jan 12, 2019 to Mar 30, 2019",Winter 2019,"Mainichi Broadcasting System, Kodansha, flying DOG, DMM pictures, Bit Promotion",Sentai Filmworks,Diomedéa,Manga,25 min. per ep.,R+ - Mild Nudity,4581,332,400598,3448,27752,273039,7331,18514
37984,"Kumo Desu ga, Nani ka?",6.94,"Adventure, Comedy, Fantasy","So I'm a Spider, So What?",蜘蛛ですが、なにか？,"The day is as normal as it can be in high school as the students peacefully go about their everyday activities until an unprecedented catastrophe strikes the school, killing every person in its wake. Guided by what seems to be a miracle, a handful of students are fortunate enough to be reincarnated into another world as nobles, princes, and other kinds of people with prestigious backgrounds. One girl, however, is not so lucky. Being reborn as a spider of the weakest kind, she immediately experiences the hardships of her dire situation. Even so, she must press on to survive the numerous threats that endanger her life. Discovering that her new world has a system like that of an RPG, she tries her best to hunt prey and defeat monsters to level up and evolve. As she gradually grows stronger, she hopes one day her efforts will be rewarded, and that she will be granted a better life.",TV,24,"Jan 8, 2021 to ?",Winter 2021,Kadokawa,Unknown,Millepensee,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,3852,1127,132114,834,81895,19,1592,4365
