anime_id,Name,Score,Genres,English name,Japanese name,sypnopsis,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
40786,Skate-Leading☆Stars,6.4,"Comedy, Sports, Drama, School",Skate-Leading Stars,スケートリーディング☆スターズ,"The anime will tell the story of high school students as they compete in groups in a unique form of figure skating called ""Skate-Leading."" (Source: MAL News)",TV,12,"Jan 10, 2021 to Mar 14, 2021",Winter 2021,Unknown,Funimation,J.C.Staff,Original,23 min. per ep.,PG-13 - Teens 13 or older,6425,3561,21185,92,9785,7,548,1417
40842,Idoly Pride,6.79,Music,Idoly Pride,IDOLY PRIDE,"To become an idol, I shed blood, sweat, and tears. Even so, I push on. I want to shine. I want to earn it. I want to become number one. I want to smile. I want to make my dreams come true. I want to look back at a sea of people. I want to be noticed. I want to find it. I want to overcome obstacles. I have only pride inside my chest. No one is in the spotlight from the beginning. Everyone is weak. Only those who do not break will reach the highest peak to become an idol. This is the story of idols who face big dreams and harsh reality. (Source: MAL News)",TV,12,"Jan 10, 2021 to ?",Winter 2021,"Half H.P Studio, F.M.F, Wicky.Records",Funimation,Lerche,Original,23 min. per ep.,Unknown,4489,4224,14564,95,6240,6,315,718
40850,Breakers,6.35,Sports,Breakers,ブレーカーズ,"The anime will center on para-athletes who all meet an outcast sports scientist named Ren Narita. The anime will have four stories about four different sports: wheelchair basketball, track and high jump, goalball, and paralympic swimming. (Source: ANN)",TV,16,"Jan 7, 2020 to May 26, 2020",Winter 2020,"NHK, NHK Enterprises",Unknown,Albacrow,Original,8 min. per ep.,PG-13 - Teens 13 or older,6621,5351,8021,9,1126,2158,404,1369
40852,Dr. Stone: Stone Wars,8.29,"Sci-Fi, Adventure, Shounen",Unknown,ドクターストーン STONE WARS,"Senkuu has made it his goal to bring back two million years of human achievement and revive the entirety of those turned to statues. However, one man stands in his way: Tsukasa Shishiou, who believes that only the fittest of those petrified should be revived. As the snow melts and spring approaches, Senkuu and his allies in Ishigami Village finish the preparations for their attack on the Tsukasa Empire. With a reinvented cell phone model now at their disposal, the Kingdom of Science is ready to launch its newest scheme to recruit the sizable numbers of Tsukasa's army to their side. However, it is a race against time; for every day the Kingdom of Science spends perfecting their inventions, the empire rapidly grows in number. Reuniting with old friends and gaining new allies, Senkuu and the Kingdom of Science must stop Tsukasa's forces in order to fulfill their goal of restoring humanity and all its creations. With the two sides each in pursuit of their ideal world, the Stone Wars have now begun!",TV,11,"Jan 14, 2021 to ?",Winter 2021,"TOHO animation, Shueisha",Funimation,TMS Entertainment,Manga,24 min. per ep.,PG-13 - Teens 13 or older,229,325,414084,4520,229258,65,4047,1238
40907,World Trigger 2nd Season,8.09,"Action, Sci-Fi, Supernatural, School, Shounen",Unknown,ワールドトリガー,Second season of World Trigger .,TV,13,"Jan 10, 2021 to ?",Winter 2021,TV Asahi,Unknown,Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,432,2123,55547,362,20985,11,587,314
40908,Kemono Jihen,7.56,"Action, Mystery, Demons, Supernatural, Shounen",Kemono Jihen,怪物事変,"Kohachi Inugami, a detective who specializes in the occult, arrives at a remote village in the Japanese countryside, tasked by a hostess at a local inn to investigate a string of incidents involving rotting and mutilated livestock corpses that have been appearing for seemingly no reason. While surveying, Inugami notices a peculiar young boy working in the fields. Evaded by his peers and called ""Dorotabou"" for his stench, the young farmhand is surprised that anybody would take an interest in him. Inugami, piqued with curiosity, enlists Dorotabou in helping him with the investigation, despite scorned looks from the villagers. Unbeknownst to Dorotabou, this investigation will reveal a strange new world to him—one of the beast-like entities known as Kemono existing in tandem with humans—along with breathing new purpose into his previously empty life.",TV,12,"Jan 10, 2021 to ?",Winter 2021,"Frontier Works, Lantis, Shueisha, Yomiuri TV Enterprise, Bandai Namco Arts, JTB Next Creation",Funimation,Ajia-Do,Manga,23 min. per ep.,R - 17+ (violence & profanity),1389,1133,130520,1208,79849,19,1691,2101
40930,Azur Lane: Bisoku Zenshin!,7,"Military, Sci-Fi, Slice of Life, Comedy",Unknown,アズールレーン びそくぜんしんっ!,"This is a slightly peculiar world where the shipgirls live in. A lively and enjoyable school life for girls from different factions will begin at the naval port of Azur Lane. Living out their lives to the fullest, these girls get into various shenanigans—slowly but surely! (Source: Crunchyroll)",TV,12,"Jan 12, 2021 to ?",Winter 2021,Delfi Sound,Unknown,"Yostar Pictures, CANDY BOX",4-koma manga,8 min. per ep.,PG-13 - Teens 13 or older,3623,3718,19547,112,9442,5,257,368
40935,Beastars 2nd Season,8.06,"Slice of Life, Psychological, Drama, Shounen",Unknown,BEASTARS 2期,"""Beastar""—a title awarded to beasts who prove their excellence through fighting inequality to unite carnivores and herbivores in an anthropomorphic animal society. Cherryton Academy has gone five years without one such leader. However, following the murder of an alpaca within the school boundaries, the growing tension between the different species poses a greater need for a Beastar to ensure peace and harmony. When Louis, the prime candidate for this prestigious role, rejects the offer and leaves the academy, the student council declares to honor any student who captures the culprit of the aforementioned murder as Beastar. Meanwhile, Legoshi's sense of duty as a strong wolf who must protect the weak pushes him to investigate the incident. To further complicate his life, he struggles to manage his complex feelings for the white rabbit, Haru.",TV,Unknown,"Jan 7, 2021 to ?",Winter 2021,"Movic, Fuji TV, Bandai, Toho, BS Fuji, Q-Tec, Akita Shoten, Hakuhodo DY Media Partners, Bandai Spirits",Unknown,Orange,Manga,22 min.,R - 17+ (violence & profanity),465,851,176946,883,74413,10,2508,918
40939,Marumaru Manul,6.51,Comedy,Unknown,まるまるマヌル,"The comedy story follows the daily life of a somewhat flippant Pallas's cat or manul named Manul-kun, an orange tabby cat named Chatora-kun, Sukofu-kun, and other cats. (Source: ANN)",TV,Unknown,"Jan 6, 2020 to ?",Winter 2020,Unknown,Unknown,Kachidoki Studio,Digital manga,1 min.,Unknown,15471,12419,452,0,61,0,15,92
40957,Shin Chuuka Ichiban! 2nd Season,6.63,"Comedy, Shounen",Unknown,真・中華一番!,Sequel of Shin Chuuka Ichiban .,TV,Unknown,"Jan 11, 2021 to ?",Winter 2021,Kodansha,Unknown,"Production I.G, Nihon Ad Systems",Manga,24 min.,PG-13 - Teens 13 or older,5233,7944,2887,9,1201,1,47,113
40961,Hortensia Saga (TV),5.54,"Action, Adventure, Magic, Fantasy",Hortensia SAGA,オルタンシア・サーガ,"Hortensia Saga is a medieval fantasy tale of war and chaos. Three years ago, the king was betrayed and murdered by one of his dukes who then rebuilt the kingdom into his own. But now, the original heir to the throne has secretly come of age. Hiding in the guise of a man, she and her loyal band begin the quest to save her homeland. (Source: Kotaku, edited)",TV,12,"Jan 7, 2021 to ?",Winter 2021,Unknown,Funimation,LIDENFILMS,Game,23 min. per ep.,Unknown,9569,3042,28702,95,13232,9,567,2973
40964,Back Arrow,5.81,"Action, Fantasy, Mecha",Back Arrow,バック・アロウ,"The world of Lingalind is surrounded by a mystical wall with seemingly nothing beyond its confines. Worshipped as the mother of the land, the wall delivers celestial gift capsules called ""Rakuho'' to locations across the continent. Arriving once a month, the capsules contain metallic armbands that allow the wearer to transform into a mechanical being known as a ""Briheight."" As a result, Lingalind is thrown into constant turmoil by its warring nations, all hoping to strengthen their military prowess by procuring the offerings for themselves. One day, a Rakuho crash-lands in the countryside with an unexpected inhabitant—a mysterious black-haired man. All eyes are set on this strange newcomer, who calls himself ""Back Arrow,"" when he claims to have hailed from a place beyond the wall—a revelation that can potentially unravel Lingalind's entire dogmatic foundation.",TV,24,"Jan 9, 2021 to ?",Winter 2021,"Aniplex, Movic, BS11, ABC Animation, Legs, Bandai Spirits",Funimation,Studio VOLN,Original,23 min. per ep.,Unknown,8809,3574,21131,61,9902,2,503,2459
40995,Hentatsu (TV),5.1,"Adventure, Mystery",Unknown,へんたつ,"Hentatsu follows two girls exploring a seemingly abandoned version of Nakano Broadway, a Tokyo shopping mall known for Mandarake and other shops catering to fans of anime and other forms of pop culture. (Source: AnimeNewsNetwork)",TV,12,"Jan 4, 2020 to Mar 21, 2020",Winter 2020,Unknown,Unknown,Yaoyorozu,Original,1 min. per ep.,G - All Ages,10494,6980,4143,1,491,1348,136,588
41109,Log Horizon: Entaku Houkai,7.28,"Action, Game, Adventure, Magic, Fantasy",Log Horizon:Destruction of the Round Table,ログ・ホライズン 円卓崩壊,Third season of Log Horizon .,TV,12,"Jan 13, 2021 to ?",Winter 2021,Unknown,Funimation,Studio Deen,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2419,1086,137295,543,50174,13,1739,1319
41392,Urasekai Picnic,6.53,"Sci-Fi, Adventure, Mystery, Fantasy, Shoujo Ai",Otherside Picnic,裏世界ピクニック,"The ""Otherworld"" is a vast and dangerous realm hidden from the knowledge of the common folk. It is also home to many creatures that threaten any human who dare visit it. To witness its desolate yet oddly absorbing environment, one must search for portals that could reside anywhere, from secret elevators to shrine entrances. After a fateful encounter with a horrendous Otherworld denizen, Sorao Kamikoshi ponders whether to keep going or give up in life. Meanwhile, Toriko Nishina scours the Otherworld in hopes of finding her friend Satsuki, who she believes is lost somewhere within the realm. When the two cross paths, friendship blossoms. In order to acquire as much information about this obscure dimension, the two travel back and forth from the real world to the other. Sorao and Toriko's bodies are soon influenced by the Otherworld, preparing them for the many horrors to come as both of them try to fulfill their goals.",TV,12,"Jan 4, 2021 to ?",Winter 2021,"Sony Pictures Entertainment, Square Enix, Frontier Works, AT-X, Hakuhodo DY Music & Pictures, Amusement Media Academy, BS11, Good Smile Film, Hayakawa Shobou",Funimation,"LIDENFILMS, Felix Film",Novel,23 min. per ep.,PG-13 - Teens 13 or older,5723,1982,61416,340,29742,2,1280,4034
41491,Nanatsu no Taizai: Fundo no Shinpan,7.16,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen",The Seven Deadly Sins:Dragon's Judgement,七つの大罪 憤怒の審判,Fifth season of Nanatsu no Taizai .,TV,24,"Jan 13, 2021 to ?",Winter 2021,TV Tokyo,Unknown,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2948,958,155269,1398,71816,64,2392,1918
41520,Show by Rock!! Stars!!,6.73,"Music, Comedy",Unknown,SHOW BY ROCK!! STARS!!,"""All stars"" season of Show by Rock!! featuring all the bands from previous seasons.",TV,12,"Jan 7, 2021 to ?",Winter 2021,"Dentsu, Square Enix, Pony Canyon, Sanrio, KlockWorx, BS Fuji, 81 Produce, Tokyo MX, Hokkaido Cultural Broadcasting, Sammy, FuRyu, Sony Music Solutions",Funimation,Kinema Citrus,Game,23 min. per ep.,PG-13 - Teens 13 or older,4737,6097,5849,21,1996,3,86,168
41521,WIXOSS Diva(A)Live,5.33,"Game, Psychological",Unknown,WIXOSS DIVA(A)LIVE（ウィクロス ディーヴァアライブ）,"The story moves the ""Wixoss"" card game to the online virtual space of ""Wixossland"" as it continues to grow more popular. The game allows players to become the LRIG avatars themselves. The most popular format in the game is ""Diva Battle,"" which allows three players to team up to compete against other units for the most ""Selector"" fans. Some units are idol-themed, while others are DJ- and band-themed. (Source: ANN)",TV,Unknown,"Jan 9, 2021 to ?",Winter 2021,Unknown,Unknown,J.C.Staff,Card game,23 min.,Unknown,10086,6030,6023,18,2424,2,118,656
41556,Maiko-san Chi no Makanai-san,6.51,"Slice of Life, Comedy, Shounen",Kiyo in Kyoto:From the Maiko House,舞妓さんちのまかないさん,"Kiyo and Sumire came to Kyoto from Aomori Prefecture, dreaming of becoming maiko. But after an unexpected turn of events, Kiyo starts working as the live-in cook at the Maiko House. Their story unfolds in the Kagai, the Geiko and maiko district in Kyoto, alongside their housemate maikos. Kiyo nourishes them daily with her home-cooked meals, and Sumire strives toward her promising future as the once-in-a-century maiko. Step into the glamorous Kagai, warm your heart with behind-the-scenes anecdotes and Kiyo's kitchen episodes. Stay tuned for this touching tale of 2 childhood friends lifting each other up as they grow together. (Source: NHK World Japan, edited)",TV,12,"Feb 25, 2021 to ?",Winter 2021,"NHK, NHK Enterprises",Unknown,J.C.Staff,Manga,Unknown,Unknown,,7349,3635,8,4,1,0,0
41573,Majutsushi Orphen Hagure Tabi: Kimluck-hen,6.22,"Action, Adventure, Drama, Magic, Martial Arts, Fantasy",Sorcerous Stabber Orphen:Battle of Kimluck,魔術士オーフェンはぐれ旅 キムラック編,"Second season of Majutsushi Orphen Hagure Tabi. Orphen, who now knows Azalie's true motive, heads to the holy city of Kimluck. However, a fierce battle with the ""Death Teacher"" awaits him.",TV,11,"Jan 20, 2021 to Mar 31, 2021",Winter 2021,"Genco, Lantis",Funimation,Studio Deen,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,7264,4493,12505,70,4274,3,179,276
41694,Hataraku Saibou Black (TV),7.57,"Action, Seinen",Cells at Work! CODE BLACK!,はたらく細胞BLACK,"Due to poor lifestyle choices, a certain human's body is in constant turmoil. With germs, bacteria, and foreign substances abound, the jobs of various cells become increasingly difficult and dangerous. As some of the unfortunate ones who matured in this chaotic environment, Sekkekkyuu AA2153 and Hakkekkyuu U-1196 strive to fulfill their duties—even if it means seeing many of their fellow cells lose their lives in duty. Set in an environment vastly different from its parent story, Hataraku Saibou Black portrays the cells' struggles as they try to maintain the body's health. However, the human's condition continues to deteriorate, and whether or not these efforts will amount to something concrete depends on the cells!",TV,13,"Jan 10, 2021 to ?",Winter 2021,"Aniplex, Kodansha, Studio Mausu, Tokyo MX, NetEase",Aniplex of America,LIDENFILMS,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1369,1200,123446,273,56958,16,2262,1843
41762,Tenchi Souzou Design-bu,6.76,"Slice of Life, Comedy, Fantasy, Seinen",Heaven's Design Team,天地創造デザイン部,"In the beginning, God created the heavens and the earth. He also sought after a wide variety of animals to populate the planet. However, he felt that it was too tiresome to think of new ideas within his criteria. To address this problem, God appointed an organization—the Heaven's Design Team—to do the work instead! Shimoda is a newly-hired angel who serves as the mediator between God and the design team. As he steps into his role, he witnesses his coworkers conceive interesting ideas for many unique life forms according to God's desires. From giraffes and snakes to birds, anteaters, and everything in between, the possibilities for different animal species are endless!",TV,12,"Jan 7, 2021 to ?",Winter 2021,"Dentsu, Kodansha, AT-X, Studio Mausu, BS Fuji, Tokyo MX, Avex Pictures, TV Aichi, GREE",Unknown,Asahi Production,Manga,23 min. per ep.,Unknown,4642,2716,35781,89,20925,7,737,2505
41899,Ore dake Haireru Kakushi Dungeon,6.47,"Action, Adventure, Harem, Ecchi, Fantasy",The Hidden Dungeon Only I Can Enter,俺だけ入れる隠しダンジョン,"Despite his noble title, Noir Starga is at the bottom of the social hierarchy. Because of this, his fellow nobles oppress him and treat him like garbage. However, he possesses a rare yet powerful ability to communicate with the Great Sage, an oracle who grants Noir the answer to absolutely anything. After failing to secure a job as a librarian, Noir decides to join the Hero Academy. He knows he must become stronger to enter the institution. The Great Sage advises him to explore a hidden dungeon deep within the mountains. There, Noir meets Olivia Servant, a beautiful yet enchained maiden trapped within the labyrinth. Olivia bestows upon Noir a set of ridiculously powerful skills that grants him virtually total control over reality. Naturally, there is a catch—every time Noir attempts to use his powers, his life points decrease, putting his life at risk. To replenish his energy, he must give in to worldly pleasures such as kissing his childhood friend! With his newfound powers, Noir begins his journey as a student in the Hero Academy, meeting new acquaintances and helping them through the dire situations ahead.",TV,12,"Jan 9, 2021 to ?",Winter 2021,DMM Music,Unknown,Okuruto Noboru,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,6027,1200,122606,1362,76478,21,1370,4106
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,8.64,"Psychological, Drama, Thriller, Fantasy",Unknown,Re：ゼロから始める異世界生活,Second half of Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season .,TV,12,"Jan 6, 2021 to ?",Winter 2021,Kadokawa,Unknown,White Fox,Light novel,28 min. per ep.,R - 17+ (violence & profanity),56,399,342829,5059,214713,51,4191,1568
42250,Bungou Stray Dogs Wan!,7.74,"Slice of Life, Comedy, Supernatural",Unknown,文豪ストレイドッグス わん！,"sushi Nakajima has finally grown accustomed to the crazy lifestyle that comes with being part of the Armed Detective Agency. But even during peaceful periods of time, there is bound to be chaos! As Atsushi, his friends, and the agency's rival group—the Port Mafia—go about their days roaming the streets of Yokohama, there are no limits to the strange situations they are unwillingly thrown into. A new take on its original work, Bungou Stray Dogs Wan! shows the more mundane yet hilarious aspects of the characters' lives.",TV,12,"Jan 13, 2021 to ?",Winter 2021,Unknown,Unknown,"Bones, Nomad",Manga,11 min. per ep.,PG-13 - Teens 13 or older,930,2581,39324,472,18177,10,627,520
42506,World Witches Hasshin Shimasu!,5.97,"Military, Comedy",Unknown,ワールドウィッチーズ発進しますっ！,"Countries all over the world formed an alliance to counter the emerging enemy of mankind ""Neuroi,"" whom only girls with special powers could counter. However, the Neuroi never appeared. Instead of fighting, the witches spend their days idly. This time following not only unit 501, but also unit 502 known as ""Brave Witches!"" The 2nd volume of the comical daily drama of the witches who do not fight Neuroi begins! (Source: MAL News)",TV,12,"Jan 13, 2021 to ?",Winter 2021,"Nippon Columbia, Glovision",Unknown,"Acca effe, Giga Production",Original,15 min. per ep.,Unknown,8333,6091,5867,10,1810,1,97,249
42653,Aikatsu Planet!,6.35,"Kids, Music",Unknown,アイカツプラネット！,atest Aikatsu! project that is a hybrid of live-action and animation.,TV,Unknown,"Jan 10, 2021 to ?",Winter 2021,Unknown,Unknown,Bandai Namco Pictures,Game,10 min.,PG - Children,6634,10422,1032,13,558,0,28,52
42822,Kai Byoui Ramune,6.86,"Comedy, Psychological, Supernatural, Shounen",Dr. Ramune -Mysterious Disease Specialist-,怪病医ラムネ,"s long as hearts exist inside people, there will always be those who suffer. And then something ""strange"" enters their mind and causes a strange disease to manifest itself in the body. The illness, which is called a ""mystery disease"" is unknown to most, but certainly exists. There is a doctor and apprentice who fights the disease, which modern medicine cannot cure. His name is Ramune. He acts freely all the time, is foul-mouthed, and doesn't even look like a doctor! However, once he is confronted with the mysterious disease, he is able to quickly uncover the root cause of his patients' deep-seated distress and cure them. And beyond that... (Source: Crunchyroll)",TV,12,"Jan 10, 2021 to ?",Winter 2021,"Kodansha, King Records",Unknown,Platinum Vision,Manga,23 min. per ep.,PG-13 - Teens 13 or older,4193,2995,29800,121,18209,7,538,1745
42825,Project Scard: Praeter no Kizu,5.51,"Action, Super Power",Scar on the Praeter,PROJECT SCARD プレイタの傷,"Project Scard depicts the encounters and battles of those who have tattoos which possess the sealed powers of divine beasts and gods. The story is set in the Akatsuki Special Zone, a lawless zone in Tokyo. ""Helios"" are those who use the ability of the tattoos to protect the city, ""Artemis"" are committed to maintain security and control, whilst having a strong commercial motive, and the ""Public Security Special Service"" are Scard Staff of the metropolitan police department. They live through the turbulent days to keep on going. (Source: MAL News)",TV,13,"Jan 9, 2021 to ?",Winter 2021,"Frontier Works, Glovision",Funimation,GoHands,Other,23 min. per ep.,Unknown,9663,3878,17736,74,6251,1,377,2209
42897,Horimiya,8.6,"Slice of Life, Comedy, Romance, School, Shounen",Horimiya,ホリミヤ,"On the surface, the thought of Kyouko Hori and Izumi Miyamura getting along would be the last thing in people's minds. After all, Hori has a perfect combination of beauty and brains, while Miyamura appears meek and distant to his fellow classmates. However, a fateful meeting between the two lays both of their hidden selves bare. Even though she is popular at school, Hori has little time to socialize with her friends due to housework. On the other hand, Miyamura lives under the noses of his peers, his body bearing secret tattoos and piercings that make him look like a gentle delinquent. Having opposite personalities yet sharing odd similarities, the two quickly become friends and often spend time together in Hori's home. As they both emerge from their shells, they share with each other a side of themselves concealed from the outside world.",TV,13,"Jan 10, 2021 to ?",Winter 2021,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Kanetsu Investment, My Theater D.D., Global Solutions, Mirai-Kojo",Funimation,CloverWorks,Manga,23 min. per ep.,PG-13 - Teens 13 or older,71,366,363936,9065,245814,189,3413,2018
42923,SK∞,7.96,"Comedy, Sports",SK8 the Infinity,SK∞ エスケーエイト,"High school student Reki Kyan is passionate about one thing: skateboarding. When night falls, he heads to ""S,"" an illegal underground race inside a mine where skaters compete in highly dangerous situations. After a loss that results in his skateboard being destroyed and his arm being broken, Reki is now incapable of practicing at all. While working, Reki runs into his new classmate, Langa Hasegawa, a half-Canadian and half-Japanese boy with no skateboarding experience whatsoever. Langa is in desperate need of money. After they both visit ""S"" when tasked by Reki's boss, they get into trouble and are forced into a bet that requires Langa to skate in a race. However, the mysterious transfer student holds a trump card that Reki is unaware of, one which might help him win the race in the most unexpected way.",TV,12,"Jan 10, 2021 to ?",Winter 2021,"Aniplex, Movic, ABC Animation",Aniplex of America,Bones,Original,23 min. per ep.,PG-13 - Teens 13 or older,588,991,150742,2528,96190,26,2329,2192
42941,Uma Musume: Pretty Derby (TV) Season 2,7.21,"Slice of Life, Comedy, Sports",Unknown,ウマ娘 プリティーダービー Season 2,Second season of Uma Musume: Pretty Derby .,TV,13,"Jan 5, 2021 to ?",Winter 2021,Unknown,Unknown,Studio Kai,Game,23 min. per ep.,PG-13 - Teens 13 or older,2715,4075,15872,46,7951,1,260,389
42959,Yatogame-chan Kansatsu Nikki Sansatsume,6.28,"Slice of Life, Comedy, School, Shounen",Unknown,八十亀ちゃんかんさつにっき 3さつめ,Third season of Yatogame-chan Kansatsu Nikki .,TV,Unknown,"Jan 10, 2021 to ?",Winter 2021,Unknown,Unknown,"Creators in Pack, LEVELS",4-koma manga,3 min.,PG-13 - Teens 13 or older,7004,5602,7229,20,3539,1,109,146
42981,Idolls!,4.78,Music,Unknown,アイドールズ!,The anime's production will use motion capture technology to capture the movements of the voice cast while simultaneously producing voice recordings. (Source: ANN),TV,Unknown,"Jan 8, 2021 to ?",Winter 2021,"81 Produce, RAY, Stray Cats, BS Asahi",Unknown,Shin-Ei Animation,Original,8 min.,Unknown,10783,8083,2699,5,1304,0,52,544
43299,Wonder Egg Priority,8.32,"Psychological, Drama, Fantasy",Unknown,ワンダーエッグ・プライオリティ,"Following the suicide of her best and only friend, Koito Nagase, Ai Ooto is left grappling with her new reality. With nothing left to live for, she follows the instructions of a mysterious entity and gets roped into purchasing an egg, or specifically, a Wonder Egg. Upon breaking the egg in a world that materializes during her sleep, Ai is tasked with saving people from the adversities that come their way. In doing so, she believes that she has moved one step closer to saving her best friend. With this dangerous yet tempting opportunity in the palms of her hands, Ai enters a place where she must recognize the relationship between other people's demons and her own. As past trauma, unforgettable regrets, and innate fears hatch in the bizarre world of Wonder Egg Priority , a young girl discovers the different inner struggles tormenting humankind and rescues them from their worst fears.",TV,12,"Jan 13, 2021 to ?",Winter 2021,"Aniplex, D.N. Dream Partners",Funimation,CloverWorks,Original,23 min. per ep.,R - 17+ (violence & profanity),212,664,222725,3056,128221,36,3264,2139
44040,Abciee Shuugyou Nikki,5.32,Comedy,ABCiee Working Diary,エビシー修業日記,"BCiee is a bit klutzy and ditsy, but he's full of spunk and he starts his dream job at a TV station! This is a work comedy filled with all kinds of hijinks! ""I never knew it was so hard working at a TV station, ciee!"" Despite having to face the unknown rules of the TV business, unique coworkers, and guest stars who have very particular quirks, ABCiee takes them head on with his positivity. Work, love, family, whatever goes!! Please watch over ABCiee as he takes on the TV business. (Source: Crunchyroll)",TV,Unknown,"Jan 7, 2021 to ?",Winter 2021,Unknown,Unknown,Fanworks,Other,2 min.,Unknown,10102,9713,1413,2,832,2,40,269
44044,Jimihen!!: Jimiko wo Kaechau Jun Isei Kouyuu!!,6.12,"Romance, Ecchi",Unknown,じみへんっ!!～地味子を変えちゃう純異性交遊～,"The story follows Rena Yukuhasahi, a reserved office lady and Ryouhei Hachiya, a businessman and fellow colleague. Yukuhasahi appears to be the most reserved girl in the company, but becomes a super beautiful woman when she dresses up. Flustered in the presence of her transformed self, Hachiya insists on taking her out, only to find themselves in front of a love hotel. (Source: MAL News) The standard TV version of the anime debuted on January 4 at 1:00 a.m. on Tokyo MX, while the complete version streamed on the ComicFesta Anime Zone website. This entry reflects standard TV version of the anime.",TV,8,"Jan 4, 2021 to Feb 22, 2021",Winter 2021,"Studio Mausu, Suiseisha",Unknown,Studio Hokiboshi,Manga,3 min. per ep.,R+ - Mild Nudity,7726,3876,17613,194,5996,0,467,659
44191,Tropical-Rouge! Precure,6.51,"Action, Magic, Fantasy, Shoujo",TROPICAL-ROUGE! PRETTY CURE,トロピカル～ジュ！プリキュア,"The anime centers on Manatsu, who moves from her small island birthplace to a city and starts middle school. On the day she moves she meets a mermaid girl named Laura who is looking for the ""legendary warriors,"" the Precures. Laura's hometown, the mermaid country of Grand Ocean, has been attacked by the ""procrastination witch,"" who has stolen the country's ""motivation power."" (Source: ANN)",TV,Unknown,"Feb 28, 2021 to ?",Winter 2021,Unknown,Unknown,Toei Animation,Original,Unknown,G - All Ages,,9477,1555,10,2,1,0,0
44208,Yami Shibai 8,6.09,"Dementia, Horror, Supernatural",Unknown,闇芝居 8期,Eighth season of Yami Shibai .,TV,Unknown,"Jan 11, 2021 to ?",Winter 2021,TV Tokyo,Unknown,ILCA,Original,4 min.,PG-13 - Teens 13 or older,7853,6210,5556,14,2511,3,103,119
44235,Pui Pui Molcar,8.33,Kids,Unknown,PUI PUI モルカー,"The stage sets in a world where guinea pigs became cars. The car that makes you relax, ""Molcar"". Having big round eyes, curvy butt and speedy limbs, they always explore the world with their innocent faces. Even during traffic jams, you can be eased just by looking at the butt of that Molcar in front of you. Even when they cause trouble, their furry cuteness will somehow make you forgive them!? Surrounded by situations only met by cars, it's a Mol-animation filled with cure, friendship, adventure and furry actions! (Source: Muse Asia, edited)",TV,Unknown,"Jan 5, 2021 to ?",Winter 2021,Unknown,Unknown,Shin-Ei Animation,Other,2 min.,G - All Ages,206,7521,3418,73,2624,0,48,108
45207,Okashi na Sabaku no Suna to Manu,6.51,Comedy,Unknown,おかしなさばくのスナとマヌ,"The story centers on the everyday life of the cats Suna and Manu, who live in a desert — a desert made of sugar instead of sand. (Source: ANN)",TV,50,"Feb 14, 2021 to ?",Winter 2021,CHANCE iN,Unknown,Kachidoki Studio,Manga,Unknown,Unknown,11327,13620,291,6,12,1,2,8
45596,Kindan Joshi,6.51,"Comedy, Romance",Unknown,禁男女子,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,TV,5,"Dec 29, 2020 to Jan 3, 2021",Winter 2021,"Bandai, Chukyo TV Broadcasting, FIREBUG",Unknown,Unknown,Original,5 min. per ep.,PG-13 - Teens 13 or older,15012,13917,264,1,34,47,5,35
45782,D4DJ Petit Mix,6.51,"Music, Comedy",D4DJ Petit Mix,ぷっちみく♪,d within the D4DJ Photon Maiden TV program.,TV,Unknown,"Feb 5, 2021 to ?",Winter 2021,Unknown,Unknown,"W-Toon Studio, DMM.futureworks",Original,3 min.,PG-13 - Teens 13 or older,5857,9458,1575,8,908,1,18,22
46118,Wave!!: Surfing Yappe!! (TV),6.05,"Slice of Life, Sports",WAVE!! -Let's go surfing!!-,WAVE!!〜サーフィンやっぺ!!〜,"asaki Hinaoka, who grew up near the coast of Ooarai in Ibaraki Prefecture, meets a prince-like transfer student Shou Akitsuki before the summer break, who introduces him to the world of surfing. Through surfing, Masaki meets irreplaceable friends and experiences farewell as he becomes an adult. It is the beginning of a never-ending story of boys fascinated by the charm of surfing. (Source: MAL News)",TV,12,"Jan 12, 2021 to ?",Winter 2021,Delfi Sound,Unknown,Asahi Production,Other,23 min. per ep.,PG-13 - Teens 13 or older,8024,3678,19952,148,9848,8,582,1409
